,link,Titles,Abstracts
10,https://www.sciencedirect.com/science/article/pii/S0380133022001812,[ Defining coastal resilience in the Great Lakes: A systematic review and critical comparison ],"[ There are many definitions of resilience, and a growing body of literature suggests that how resilience is defined may have significant consequences for planning and policy making outcomes. In the Great Lakes Region , resilience is gaining increasing attention from planners and policy makers in response to more frequent disruptions to social-ecological systems and built environments from coastal hazards. There has not yet been extensive research into how resilience is being defined in practice and how these definitions can affect geographies of risk and resilience and contribute to varying ecological, social, cultural, political, and economic outcomes. In this paper, we analyzed how stakeholders engaged in natural resource management activities within the Laurentian Great Lakes coastal environment define resilience and discuss the implications for planning and policy making through a critical geography and critical space lens. We systematically reviewed gray literature published by these stakeholders to document definitions of resilience. We then applied a 5Ws + H of resilience framework—resilience for whom, what, where, when, why, and how—to develop descriptive statistics and qualitatively analyze the definitions, considering the potential implications for ongoing regional planning and policy making efforts. Our analysis revealed a large degree of variation in the definitions, although we note two distinct gaps. We discuss how these gaps could affect ongoing regional planning and policy making efforts, and we lay out four research needs to inform planning and policy making going forward. ]"
11,https://www.sciencedirect.com/science/article/pii/S0924796322000975,[ Coastal plumes contribution to the suspended sediment transport in the Southwest Atlantic inner continental shelf ],"[ Highlights The Southwest Atlantic Inner Shelf is influenced by the continental discharge and local wind. The Río de La Plata is the major export of suspended sediment in the region. The SSCare influenced by the ENSO cycles. The river discharge from Patos Lagoon and íde la Plata and Río de La Plata interact with the SSC on a seasonal up to interannual time scale of variability. The wind contribution on the SSC behaviour gains importance on the inner shelfon a synoptic time scale. , Global coastal zones are constantly changing due to the actions of various physical forces. Recent studies show that the supply of suspended sediment of continental origin plays an important role in these changes. Once in the coastal region, this sediment significantly influences the sedimentation process on the inner shelf. Thus, understanding the transport and destination of these suspended sediments is crucial to interpret the morphodynamic evolution of the seabed and biogeochemical processes in the ocean. The Southwest Atlantic Shelf is the largest continental shelf in the Southern Hemisphere and one of the most important in biological production, because of the great continental contribution exercised by both Río de la Plata and Patos Lagoon . Studies in the region showed that these effluents are significantly affected by the El Niño–Southern Oscillation (ENSO) effect, which can interfere with the availability of suspended material inserted into the coastal region. Despite the great efforts of several authors to understand these changes and their interactions with the environment, some questions remain unanswered. Thus, this work aims to fill this gap by answering questions related to the contribution of suspended sediment of continental origin and its behaviour on the Southwest Atlantic Inner Shelf. The behaviour of suspended sediment was investigated in two distinct periods using the hydro-morphodynamic model TELEMAC-3D: one representing normal years, that is, without the effect of ENSO (2005–2006) and the other experiencing the effect of ENSO (2008–2009).The model was calibrated and validated using field data for both studied periods. R esults were based on statistical analysis, such as wavelet and empirical orthogonal function (EOF) analysis, in addition to time series analysis. Results showed that the Southwest Atlantic Inner Shelf is mainly influenced by the fluvial discharge of Río de la Plata and Patos Lagoon, and by the local wind. Río de la Plata is the largest exporter of suspended sediment in the region, with an approximate rate of 1.2 × 10 8 tons.year -1 in neutral (normal) years and 3.0 × 10 8 tons.year -1 in years under the influence of ENSO. The Patos Lagoon, on the other hand, exports approximately 1.25 × 10 7 tons.year -1 in the period without the ENSO effect and 1.35 × 10 7 tons.year -1 in the period influenced by ENSO. Results also showed that the fluvial discharge interacts with the suspended sediment in seasonal to interannual scales, while the wind contributes to the concentration of suspended sediment on synoptic scales. Still on the wind regime, results show that the local wind regime gains importance particularly when the suspended sediment reaches the coastal region. ]"
12,https://www.sciencedirect.com/science/article/pii/S0037073822001105,"[ Implications of polymodal distributions in the grain size parameters of coastal dune sands (Oaxaca, Mexico) ]","[ Highlights Oaxaca's coastal dunes in Mexico develop under complex geological and physical conditions. The Weibull analysis supports the polymodal distributions in the Oaxaca's coastal dune sands. Dune morphology seems not to control the diversity in grain sizes of the coastal dune sands. , This study elucidates the geological and physical factors that produce polymodal grain size distributions in two dunes systems in southeastern Oaxaca, Mexico. The dune systems are characterized by (1) small embryo vegetated, transverse and undeveloped dunes; and (2) tall types identified as barchanoid, parabolic, climbing and falling dunes. We performed a best-fit statistical Weibull distribution model with data obtained by laser granulometry to determine the polymodal trends of the coastal dune sands distribution. Polymodal distributions in small dunes arise from coarse and fine-grained sands mainly derived from the erosion of alluvial deposits composed of granitic and metasedimentary rock fragments (e.g., schists , orthogneiss and paragneiss). The medium- to fine-grained sands result from wind deflation, producing a heavy mineral lag. Conversely, the polymodal grain size distributions in the tall dunes are mainly derived from the physical weathering of granites , andesitic-tuff-lava flow marine sandstones (ATLMS), alluvial deposits, and metasedimentary rock fragments (e.g., schists, orthogneiss and paragneiss) due to the frequent storms and intense winds. We constructed binary plots of grain size parameters to compare the dune sand systems in Oaxaca with some others in Mexico. Based on the sedimentary results and the Weibull distributions, we conclude that the grain sizes of the coastal dune sands from Oaxaca, Mexico, are controlled by the sand composition, wind patterns, hydrodynamic conditions, weathering effects, and physical characteristics, regardless of the dune geomorphology. Evidence of multicycle aeolian transport of sand particles in the Oaxaca coastal dunes is supported by the compositional framework of the sands and the roundness of sand grains. ]"
13,https://www.sciencedirect.com/science/article/pii/S0012825222002380,[ What water color parameters could be mapped using MODIS land reflectance products: A global evaluation over coastal and inland waters ],"[ MODIS surface reflectance product (R_land) has been used to monitor waters due to its free availability and higher spatial resolution than MODIS ocean bands. However, its applicability in aquatic remote sensing has not been sufficiently assessed. Some fundamental questions such as the following need to be addressed: How does the R_land product perform in global inland and coastal waters? What water color parameters can be mapped using R_land? This study provided a comprehensive evaluation of the performance of MODIS R_land products against a field optical dataset containing 4143 reflectance spectra, 2320 chlorophyll-a (Chl a ) samples, and 1467 suspended particulate matter (SPM) samples across global nearshore coastal and inland waters . The results showed that R_land significantly overestimated remote sensing reflectance, particularly in the bands of 469 nm and 859 nm. The noticeable negative values and patchiness were found in the R_land imagery, and existing algorithms did not estimate satisfactory Chl a and SPM from R_land across the global inland and coastal waters. Furthermore, we tested popular machine-learning approaches, such as random forest (RF), support vector machine , XGBoost, and deep neural networks, to examine the potential of the R_land product in estimating SPM and Chl a . Machine learning models were found to outperform the state-of-the-art algorithms for SPM retrievals from R_land. Specifically, RF and XGBoost showed the good performance with mean absolute errors of ~25.0% and mean absolute percentage error of ~23% for a broad SPM range of 10–500 mg L −1 . Yet, machine learning models cannot retrieve reliable Chl a from R_land with approximately 55% uncertainty due to the limited spectral information and uncertainty of R_land products. This implicated that R_land might be able to quantify the parameters that are closely related to SPM (e.g., water clarity and extinction coefficients) in most waters; however, it is challenging to quantify pigments like Chl a in waters from R_land. We conclude that R_land might not be an optimal data source for monitoring inland and coastal waters, despite the ease of using this product and its higher spatial resolution than the MODIS ocean bands. ]"
14,https://www.sciencedirect.com/science/article/pii/S2352485521001924,[ Impacts of coastal structures on hydro-morphodynamic patterns and guidelines towards sustainable coastal development: A case studies review ],"[ Highlights Port development leads to anthropogenic interventions for inlet stabilization. Coastal engineering works affect the hydro-sedimentary balance of the local system. Knowledge about impacts is the first step towards sustainability measures. , Coastal regions have important social and economic relevance and are vulnerable to anthropogenic impacts. Port settlement and development are among the main economic activities that take place in these zones and generally require the construction of coastal structures such as breakwaters, jetties, seawalls and bulkheads . Such interference can have severe consequences on the natural features of these systems, especially to inlets and adjacent coasts. The increasing levels of shipping traffic and anthropogenic impacts on the dynamics of coastal systems are of great importance for coastal sciences and highlight the requirement for sustainable coastal management. The first step towards sustainability measures is to get knowledge of the broad environmental impacts associated with interventions on coastline and morpho-sedimentary processes. In this study, environmental impacts that are associated with coastal engineering works worldwide were reviewed focusing on port development. The main anthropogenic impacts and guidelines for sustainable development in coastal zones are summarized and discussed in detail. ]"
15,https://www.sciencedirect.com/science/article/pii/S2213305421000424,[ Predicting the future of coastal marine ecosystems in the rapidly changing Arctic: The potential of palaeoenvironmental records ],"[ Highlights Arctic cryosphere change increases land-ocean interactions in the coastal zone. Data from marine sediment archives allow improved constraints on future climate predictions. Knowledge gaps remain despite significant methodological advancements in recent decades. Calibration data and reconstructions from the Arctic coastal zone are needed. Interdisciplinary research and enhanced communication are vital for future research. , Frozen components on land and in the ocean (sea ice, ice sheets, glaciers and permafrost) form the cryosphere , which, together with the ocean, moderates the physical and chemical habitat for life in the Arctic and beyond. Changes in these components, as a response to rapidly warming climate in the Arctic, are intensely expressed in the coastal zone. These areas receive increased terrestrial runoff while subject to a changing sea-ice and ocean environment. Proxies derived from marine sediment archives provide long-term data that extend beyond instrumental measurements. They are therefore fundamental in disentangling human-driven versus natural processes, changes and responses. This paper (1) provides an overview of current Arctic cryosphere change, (2) reviews state-of-the-art palaeoecological approaches, (3) identifies methodological and knowledge gaps, and (4) discusses the strengths and future potential of palaeoecology and palaeoceanography to respond to societally-relevant coastal marine ecosystem challenges. We utilise responses to an open survey conducted by the Future Earth Past Global Changes (PAGES) working group Arctic Cryosphere Change and Coastal Marine Ecosystems (ACME). Significant research advancements have taken place in recent decades, including the increasingly common use of multi-proxy (multiple lines of evidence) studies, improved understanding of species-environment relationships, and development of novel proxies. Significant gaps remain, however, in the understanding of proxy sources and behaviour, the use of quantitative techniques, and the availability of reference data from coastal environments. We highlight the need for critical methodological refinement, interdisciplinary collaboration on research approaches, and enhanced communication across the scientific community. ]"
16,https://www.sciencedirect.com/science/article/pii/S0964569121004208,[ Soils and sediments of coastal ecology: A global carbon sink ],"[ Highlights Soils and sediments of different coastal ecologies act as global C sink. Terrigenous organic matter deposition and tidal sedimentation are main C sources. Very high productivity of blue C ecologies also results huge C burial. Low microbial oxidation, high clay % and soil aggregation cause C sequestration. Coastal C sink is degrading, collaborative efforts are proposed for its restoration. , The global extent of coasts is huge and it has a massive impact on the planetary C balance. Coasts are again very heterogeneous with their soils and sediments possessing varying C storing capacity. In this review, we tried to capture such capacity of soils and sediments of coastal natural ecologies (like estuary , mangrove , mudflat, tidal marsh, seagrass , lagoon , continental shelf etc.) and croplands collectively in a mechanistic way. A detail discussion highlights very high C accrual in coastal soils and sediments due to terrigenous C deposition, tidal sedimentation and presence of fine clay particles. Very high biomass of coastal mangrove, tidal marsh and seagrass beds also results huge C burial in soils and sediments (blue C). Further, salinity and waterlogging induced low microbial activities , high soil aggregation and occlusion of C within aggregates impart prolonged residence time to C in coastal soils. All these confirm coastal ecology as a global C hotspot. However, climate change associated events like sea-level rise, ocean temperature increase, ocean acidification as well as human interferences have already affected the coasts and projected trend indicates severe possible damage of the coastal blue C in near future. Holistic sustainable measures will be required from different ends like government, local as well as international organizations to protect and restore the coastal C sink. ]"
17,https://www.sciencedirect.com/science/article/pii/S0964569122003283,[ The historical ecology of coastal California ],"[ Humans have been an integral part of California's marine and coastal ecosystems for over 13,000 years. While the region is one of the best studied marine systems in the world, a historical perspective that connects social-ecological dynamics of change across California's diverse cultural periods is lacking. Historical ecology offers a lens through which researchers and managers can use historical information to not only better understand the complex dynamics that have driven ecosystem change in the past, but also inform crucial decisions around conservation and sustainable management of these systems into the future. Here we synthesize historical estimates of population abundance of eleven key species and habitats across coastal California as a foundation for understanding the potential for decline, recovery, or reorganization inherent in these ecosystems. This millennia-scale historical perspective reveals that humans have played a significant role in shaping California's marine ecosystem dynamics for far longer than is traditionally accounted for in many restoration and management contexts. Each individual cultural period reviewed here paints an increasingly complex story of social-ecological interactions and impacts, with each time period intricately tied to the trajectory of the last. As we consider management actions in an increasingly unpredictable future, information around how these systems have historically responded to new and growing pressures may prove invaluable to their future sustainability . While historical baselines may not provide a realistic, or even desirable, model for future sustainability, they may offer important insights into the social-ecological potential for change and recovery moving forward. ]"
18,https://www.sciencedirect.com/science/article/pii/S0012825222001271,[ Scale dependency in quantifications of the avulsion frequency of coastal rivers ],"[ Highlights Avulsion histories of lowland rivers are quantified in terms of avulsion events, channel threads, and delta lobes. Relationships between avulsion-frequency proxies and associated spatial and temporal scales are assessed. Recommendations are made on how to compare the avulsion frequency of coastal-plain rivers. , Quantification of the frequency with which coastal-plain rivers avulse is important for elucidating autogenic dynamics and their role as controls on landscape change and stratigraphic architectures. An outstanding question exists, however, as to whether measures of avulsion frequency are inherently affected by the spatial and temporal scales at which they are evaluated, which has implications regarding our ability to make direct comparisons between different river systems or deltas. To address this problem, a quantitative analysis of the avulsion histories of 57 coastal-plain river systems is undertaken. Nine alternative measures of avulsion frequency are extracted. These are based on numbers of (i) avulsion events, (ii) active or abandoned channel courses, and (iii) delta lobes, all considered per unit time. Additional sets of avulsion-frequency proxies are established based on normalization of these numbers relative to the size of the area being studied, and to the number of distinct river systems that drain into that area. The sensitivity of these quantities to the spatial and temporal extent of study areas and time intervals, and their relationships with quantities describing the scale of the river systems, are assessed. All avulsion-frequency estimates demonstrate apparent negative relationships with the timespan over which they are determined; this may reflect global Holocene trends, or variations in resolution with the time window. Avulsion metrics that are not normalized by the planform extent of the study area do not show proportionality with the size of the study areas themselves, nor with the scale of the river systems; correspondingly, the spatio-temporal density of avulsion events tends to be higher for smaller rivers and associated study areas. This may be due to systematic variations in data resolution, to the influence of external controls that relate to the scale of deltas, or to inherent non-stationarity in the avulsion dynamics of lowland rivers, in association with forms of self-organization that do not vary with scale. Although non-normalized avulsion-frequency estimates do not scale with measures of river-system size, they are seen to correlate with progradation rates, which are themselves scaled to sediment discharge and catchment size. Practical considerations can be drawn on how avulsion frequency may be appropriately quantified to enable meaningful comparisons of the autogenic dynamics of coastal-plain rivers. ]"
19,https://www.sciencedirect.com/science/article/pii/S0012825221001598,[ Biogeochemical cycling of iron (hydr-)oxides and its impact on organic carbon turnover in coastal wetlands: A global synthesis and perspective ],"[ Coastal wetlands host large and dynamic reservoirs of organic carbon (C) and are also biogeochemical hotspots for a wide range of Fe (hydr-)oxides with different chemical reactivities, properties, and functions. The cycling of these iron (hydr-)oxides is closely coupled to that of organic C, which in turn strongly influences the magnitude and dynamics of organic C turnover in these ecosystems. This review synthesizes and summarizes current knowledge of distribution, turnover, and controls of Fe (hydr-)oxides, as well as their ecological roles and impacts on organic C turnover in coastal wetland ecosystems globally. Regional hydro-geochemical processes and anthropogenic activities in the uplands as well as soil texture exert a first-order control on the abundance and distribution of Fe (hydr-)oxides in coastal wetland soils , while the activities of plant roots and macro-organisms act as important biological drivers for the formation, transformation, and turnover of Fe (hydr-)oxides as well as associated organic C in both rhizosphere/burrows and bulk soils. The reported rates of dissimilatory Fe reduction (DFeR) are correlated with incubation temperature and the sizes of reactive Fe(III) phases. However, the contributions of DFeR to total anaerobic carbon oxidation were found to be correlated only with the size of reactive Fe(III) pools, meaning that all the identified processes contributing to the accumulation and formation of Fe hydroxides could increase the importance of the DFeR-dominated respiratory pathway and suppress sulfate reduction and methanogenesis . Additionally, Fe plaques dominated by amorphous Fe hydroxides are formed and cycled in close interaction with the activities of wetland plant roots, and likely provide several important ecological functions and contribute to maintaining high levels of plant productivity in coastal wetlands under different environmental stresses. The features and findings presented in this review not only contribute to an improved understanding of the biogeochemical cycle and ecological roles of Fe (hydr-)oxides in coastal wetlands, but also provide a basis for future studies on some highlighted key research areas. Such future studies will further increase our ability to understand and predict how the size, stability, and turnover of Fe (hydr-)oxides and organic C in coastal wetlands will respond to and affect global climate change. ]"
20,https://www.sciencedirect.com/science/article/pii/S0025326X21012078,"[ Variability of trace metals in coastal and estuary: Distribution, profile, and drivers ]","[ Highlights Trace-metal distributions in ocean systems have been classified into conservative-, nutrient-, and scavenged-type profiles Several variability drivers of trace metals may be involved in differences of metal distribution in particular ocean systems The availability of dissolved trace metals is likely to increase in the future due to increasing SST, decreasing pH or decreasing DO Suspended matter which generally derives from terrestrial input plays a role in determining the fate of trace metals The study findings improve our understanding of trace-metal characteristics in the marine environment , Ongoing global changes such as increasing sea-surface temperatures, decreasing acidity levels, and expanding oxygen-minimum zone may impact on the biogeochemical cycles of trace metals in ocean systems. Each trace metal has unique characteristics and a distinctive distribution pattern controlled by chemical, biological, and physical processes that occur in ocean systems. The correlations of variability drivers in trace metals are interesting topics for investigation. Following up on ocean research in the coastal and estuary area, we specifically review the distribution of trace metals in seawater and suspended and surface sediment. The marginal seas usually feature significant terrestrial inputs accompanied by several active water-mass currents. The purpose of this review is to provide an overview of variability related to trace-metal distribution in coastal and estuary systems and to specifically describe the distribution, profile and drivers that affect trace metals variability. ]"
