,link,Titles,Abstracts
10,https://www.sciencedirect.com/science/article/pii/S1463500322001378,[ Hydrodynamic modelling in marginal and coastal seas — The case of the Adriatic Sea as a permanent laboratory for numerical approach ],"[ Highlights An overview of the present state of the art in coastal and marginal seas hydrodynamic modelling. The semi-enclosed Adriatic Sea represents a natural long-standing laboratory for model development. A set of recommendations that can be used as guidelines for different model applications. A look and a prospect for the corresponding possible future developments. , Understanding the water circulation in oceans and coastal seas is among the key topics of oceanographic and climate research. Hydrodynamic studies form the basis for many oceanographic subjects, whether sediment transport, morphology, water quality, ecological and climate changes are being investigated. Hydrodynamic modelling of oceans and coastal seas has become a fundamental tool for describing the dynamics of marine environments, revealing the human impact on the sea and promoting sustainable development of marine resources. By complementing - through data assimilation - more and more diffuse and integrated global and regional observing systems (composed of coastal gauges, moorings, buoys, satellites, drifters), hydrodynamic models provide a deterministic 4D view of the ocean state. In this context, the semi-enclosed Adriatic Sea represents a natural long-standing laboratory for hydrodynamic modelling. The peculiar historical, morphological and oceanographic characteristics of this basin and its complex coastline stimulated over decades the development and application of several ocean and coastal models. In this work, we review different aspects of hydrodynamic modelling covered by the literature, highlighting the wide variety of model applications carried out in the Adriatic Sea which could serve as examples for semi-enclosed, marginal and coastal seas worldwide. Within the scope of the review, we find that although significant progress has been made over the last few decades, most of the modelling studies underrate the importance of a detailed representation of the land-coastal-sea fluxes. We list a set of recommendations that can be used as guidelines for model implementation to broaden the applicability of hydrodynamic models in future studies. Finally, we discuss the remaining questions that still need to be further explored. ]"
11,https://www.sciencedirect.com/science/article/pii/S0272771421004212,[ Nutrient cycling in tropical and temperate coastal waters: Is latitude making a difference? ],"[ Highlights Temperature, sunlight, and precipitation drive differences in nutrient cycling between temperate and tropical systems. Key differences include patterns of river input fluxes, nitrogen cycling processes, and organic nutrient cycling. Therefore, models developed in temperate zones are not always transferable to the tropics. , Tropical coastal waters are highly dynamic and amongst the most biogeochemically active zones in the ocean. This review compares nitrogen (N) and phosphorus (P) cycles in temperate and tropical coastal waters. We review the literature to identify major similarities and differences between these two regions, specifically with regards to the impact of environmental factors (temperature, sunlight), riverine inputs, groundwater, lateral fluxes, atmospheric deposition , nitrogen fixation , organic nutrient cycling, primary production, respiration, sedimentary burial, denitrification and anammox. Overall, there are some similarities but also key differences in nutrient cycling, with differences relating mainly to temperature, sunlight, and precipitation amounts and patterns. We conclude that due to the differences in biogeochemical processes, we cannot directly apply cause and effect relationships and models from temperate systems in tropical coastal waters. Our review also highlights the considerable gaps in knowledge of the biogeochemical processes of tropical coastal waters compared with temperate systems. Given the ecological and societal importance of tropical coastal waters, we hope that highlighting the differences and similarities to temperate systems as well as the existing gaps, will inspire further studies on their biogeochemical processes. Such knowledge will be essential to better understand and forecast impacts on tropical coastal nutrient cycling at local, regional, and global scales. ]"
12,https://www.sciencedirect.com/science/article/pii/S0021967321007391,[ Strategies of dispersive liquid-liquid microextraction for coastal zone environmental pollutant determination ],"[ Highlights DLLME advances for coastal zone environmental pollutant determination are reviewed. Various influence factors on DLLME efficiency are discussed. Major mode-construction of DLLME and typical extraction applications are highlighted. The combinational use of DLLME with other enrichment techniques is discussed. The challenges and perspectives of the DLLME for environmental analysis are proposed. , Coastal zone means the interface of land and sea, and therefore, environmental pollutants steaming from land-based activities (like manufactories) and sea-based activities (like shipping) are all existing in coastal zone. These pollutants usually have characteristics of low residues, complicated matrices, easy accumulation and so on, causing difficulty to detect coastal pollutants quickly and sensitively. It is imperative to perform effective sample preparation prior to instrumental analysis. Dispersive liquid-liquid microextraction (DLLME) has attracted significant research interest for sample preparation, owing to its high enrichment ability, low reagent/sample consumption, and wide analyte/matrix applicability, as well as robustness, simplicity, rapidity and inexpensiveness. Herein, we comprehensively review the recent advancements of DLLME technology and its analytical parameters including enrichment principles, extraction modes, and practical application; the emphasis is on novel mode-construction and representative coastal-environmental pollutants extraction. Construction strategies are highlighted by classifying DLLME into five major modes, according to extractant's types, including normal ones, low density solvents, ionic liquids, deep eutectic solvents and others. The coupling of DLLME with other extraction techniques like solid-phase extraction is also briefly introduced. The strengths and weaknesses of each strategy and its rationality are also elaborated. In addition, some typical applications of the different DLLME modes for the determination of organic compounds and heavy metals in coastal water, sediment, soil, and biota are summarized. The increasingly concerned green aspects and instrumentation of DLLME are presented, and finally, the challenges and perspectives of the DLLME for environmental analysis are proposed. ]"
13,https://www.sciencedirect.com/science/article/pii/S0964569121003999,[ Exploring space geodetic technology for physical coastal vulnerability index and management strategies: A review ],"[ Sustaining coastal ecosystems from the impact of rising sea levels is vital since they offer environmental services that are considered critical for humans’ well-being. The Coastal Vulnerability Index (CVI) is favoured in coastal hazard studies, as it provides a predictive approach to coastal changes through its simple numerical basis in classifying coastlines based on their potential to change. The recent widespread use of innovative technologies has contributed to accessible coastal components to investigate coastal hazards and analyse risk assessment. However, most of the studies related to CVI have rarely exploited these forms of technology despite being utilised in various geodetic applications. Hence, a comprehensive review is performed to evaluate the application of these technological advances, particularly on exploiting space geodetic technology to determine and classify coastal information from various analytical approaches. This paper systematised modern approaches utilizing space technology to form CVI to assess the significant processes affecting the vulnerability and evolution of coastal areas. It is envisaged that the exploitation of space technology will facilitate CVI development and promote effective coastal management strategies. ]"
14,https://www.sciencedirect.com/science/article/pii/S0301479722003978,[ The grey – green spectrum: A review of coastal protection interventions ],"[ Highlights Examination of case studies along the grey-green spectrum of coastal protection. Grey infrastructure increasingly incorporates ecological processes at varying scales. Dikes, reefs, saltmarshes, sand nourishment and dunes span a wide segment of spectrum. Internal resilience clarifies how infrastructure can enhance value for people. , In the face of uncertainties around coastal management and climate change, coastal engineering interventions need to be able to adapt to changing conditions. Nature-based solutions and other non-traditional, integrated interventions are gaining traction. However, system-based views are not yet embedded into coastal management strategies. Moreover, the differences in coastal interventions, ranging from hard (‘grey’) to nature-based (‘green’) infrastructure remain understudied. In coastal management it is therefore challenging to work with the grey-green spectrum of interventions with clarity and focus, and to produce results that can be evaluated. The objective of this paper was to examine whether there is a common understanding of: the characteristics and differences between grey and green infrastructure, where interventions sit on this spectrum, and the resilience of grey versus green infrastructure. We conducted an integrative literature review of the grey-green spectrum of coastal infrastructure. We examined 105 coastal protection case studies and expanded the double-insurance framework to ensure an integrative approach, looking at both external and internal factors of resilience. Our review showed that external factors are typically used to characterise the grey-green spectrum. However, although useful, they do not facilitate a holistic comparison of alternative interventions. The additional consideration of internal factors (response diversity, multifunctionality , modularity and adaptive, participatory governance) bridges this gap. The review showed that dikes, reefs, saltmarshes, sand nourishment and dunes span a wider segment of the grey-green spectrum than they are generally categorised in. Furthermore, resilient solutions for adaptation are unlikely to be exclusively engineered or natural, but tend to be a mix of the two at different spatial scales (micro, meso, macro and mega). Our review therefore suggests that coastal planners benefit from a more diverse range of options when they consider the incorporation of grey and green interventions in the context of each spatial scale. We propose that internal resilience should be accounted for when infrastructure options are comparatively evaluated. This consideration brings attention to the ways in which the grey-hybrid-green spectrum of infrastructure enhances value for people. ]"
15,https://www.sciencedirect.com/science/article/pii/S2405844021023446,[ Harbor and coastal structures: A review of mechanical fatigue under random wave loading ],"[ Harbor and coastal structures are essential in maritime connections. Additionally, some offshore structures near the coast are important for supplying energy as a material or transforming the natural resources into energy, as in wind turbines . One of the main issues that needs to be overcome in terms of these structures is mechanical fatigue due to the loads of the structure by its function and waves, wind, the current seawater level, and ice. Structural design has to meet high target loads to ensure that structures can endure extreme marine conditions under the assumption of the probability of loads and based on marine conditions, can mask damage where component immersions are not available for inspection. In this work, the wave loads and fatigue damage under random processes are reviewed. ]"
16,https://www.sciencedirect.com/science/article/pii/S0380133022001812,[ Defining coastal resilience in the Great Lakes: A systematic review and critical comparison ],"[ There are many definitions of resilience, and a growing body of literature suggests that how resilience is defined may have significant consequences for planning and policy making outcomes. In the Great Lakes Region , resilience is gaining increasing attention from planners and policy makers in response to more frequent disruptions to social-ecological systems and built environments from coastal hazards. There has not yet been extensive research into how resilience is being defined in practice and how these definitions can affect geographies of risk and resilience and contribute to varying ecological, social, cultural, political, and economic outcomes. In this paper, we analyzed how stakeholders engaged in natural resource management activities within the Laurentian Great Lakes coastal environment define resilience and discuss the implications for planning and policy making through a critical geography and critical space lens. We systematically reviewed gray literature published by these stakeholders to document definitions of resilience. We then applied a 5Ws + H of resilience framework—resilience for whom, what, where, when, why, and how—to develop descriptive statistics and qualitatively analyze the definitions, considering the potential implications for ongoing regional planning and policy making efforts. Our analysis revealed a large degree of variation in the definitions, although we note two distinct gaps. We discuss how these gaps could affect ongoing regional planning and policy making efforts, and we lay out four research needs to inform planning and policy making going forward. ]"
17,https://www.sciencedirect.com/science/article/pii/S0924796322000975,[ Coastal plumes contribution to the suspended sediment transport in the Southwest Atlantic inner continental shelf ],"[ Highlights The Southwest Atlantic Inner Shelf is influenced by the continental discharge and local wind. The Río de La Plata is the major export of suspended sediment in the region. The SSCare influenced by the ENSO cycles. The river discharge from Patos Lagoon and íde la Plata and Río de La Plata interact with the SSC on a seasonal up to interannual time scale of variability. The wind contribution on the SSC behaviour gains importance on the inner shelfon a synoptic time scale. , Global coastal zones are constantly changing due to the actions of various physical forces. Recent studies show that the supply of suspended sediment of continental origin plays an important role in these changes. Once in the coastal region, this sediment significantly influences the sedimentation process on the inner shelf. Thus, understanding the transport and destination of these suspended sediments is crucial to interpret the morphodynamic evolution of the seabed and biogeochemical processes in the ocean. The Southwest Atlantic Shelf is the largest continental shelf in the Southern Hemisphere and one of the most important in biological production, because of the great continental contribution exercised by both Río de la Plata and Patos Lagoon . Studies in the region showed that these effluents are significantly affected by the El Niño–Southern Oscillation (ENSO) effect, which can interfere with the availability of suspended material inserted into the coastal region. Despite the great efforts of several authors to understand these changes and their interactions with the environment, some questions remain unanswered. Thus, this work aims to fill this gap by answering questions related to the contribution of suspended sediment of continental origin and its behaviour on the Southwest Atlantic Inner Shelf. The behaviour of suspended sediment was investigated in two distinct periods using the hydro-morphodynamic model TELEMAC-3D: one representing normal years, that is, without the effect of ENSO (2005–2006) and the other experiencing the effect of ENSO (2008–2009).The model was calibrated and validated using field data for both studied periods. R esults were based on statistical analysis, such as wavelet and empirical orthogonal function (EOF) analysis, in addition to time series analysis. Results showed that the Southwest Atlantic Inner Shelf is mainly influenced by the fluvial discharge of Río de la Plata and Patos Lagoon, and by the local wind. Río de la Plata is the largest exporter of suspended sediment in the region, with an approximate rate of 1.2 × 10 8 tons.year -1 in neutral (normal) years and 3.0 × 10 8 tons.year -1 in years under the influence of ENSO. The Patos Lagoon, on the other hand, exports approximately 1.25 × 10 7 tons.year -1 in the period without the ENSO effect and 1.35 × 10 7 tons.year -1 in the period influenced by ENSO. Results also showed that the fluvial discharge interacts with the suspended sediment in seasonal to interannual scales, while the wind contributes to the concentration of suspended sediment on synoptic scales. Still on the wind regime, results show that the local wind regime gains importance particularly when the suspended sediment reaches the coastal region. ]"
18,https://www.sciencedirect.com/science/article/pii/S0743016722000286,"[ Coastal transitions: Small-scale fisheries, livelihoods, and maritime zone developments in Southeast Asia ]","[ Highlights Critically reviews maritime zone developments in Southeast Asia. Examines livelihood impacts on small-scale fisheries. Commodification, environmental degradation, and coastal squeeze increase vulnerability. , Across Southeast Asia, coastal livelihoods are becoming more diverse and more commodified, as maritime zone developments intensify. We review literature from the ten maritime states in Southeast Asia to assess how older and emerging forms of maritime zone developments influence the viability of small-scale fishing livelihoods. Applying a political economy lens to small-scale fisheries and maritime zone developments at regional scale, we show how small-scale fisheries persist as a significant coastal livelihood activity across the region, despite declining opportunities due to long-term intensification of fisheries exploitation. The paper further analyses the ways in which newer maritime zone developments, including aquaculture , land reclamation , special industrial zones, and tourism interact with fishing, and are reconfiguring coastal livelihoods in the region. Key trends that small-scale fishers and coastal communities must negotiate include deepening commodification, worsening environmental degradation, loss of access to fishing grounds, and an intensifying ‘squeeze’ on coastal space. ]"
19,https://www.sciencedirect.com/science/article/pii/S0012825222002380,[ What water color parameters could be mapped using MODIS land reflectance products: A global evaluation over coastal and inland waters ],"[ MODIS surface reflectance product (R_land) has been used to monitor waters due to its free availability and higher spatial resolution than MODIS ocean bands. However, its applicability in aquatic remote sensing has not been sufficiently assessed. Some fundamental questions such as the following need to be addressed: How does the R_land product perform in global inland and coastal waters? What water color parameters can be mapped using R_land? This study provided a comprehensive evaluation of the performance of MODIS R_land products against a field optical dataset containing 4143 reflectance spectra, 2320 chlorophyll-a (Chl a ) samples, and 1467 suspended particulate matter (SPM) samples across global nearshore coastal and inland waters . The results showed that R_land significantly overestimated remote sensing reflectance, particularly in the bands of 469 nm and 859 nm. The noticeable negative values and patchiness were found in the R_land imagery, and existing algorithms did not estimate satisfactory Chl a and SPM from R_land across the global inland and coastal waters. Furthermore, we tested popular machine-learning approaches, such as random forest (RF), support vector machine , XGBoost, and deep neural networks, to examine the potential of the R_land product in estimating SPM and Chl a . Machine learning models were found to outperform the state-of-the-art algorithms for SPM retrievals from R_land. Specifically, RF and XGBoost showed the good performance with mean absolute errors of ~25.0% and mean absolute percentage error of ~23% for a broad SPM range of 10–500 mg L −1 . Yet, machine learning models cannot retrieve reliable Chl a from R_land with approximately 55% uncertainty due to the limited spectral information and uncertainty of R_land products. This implicated that R_land might be able to quantify the parameters that are closely related to SPM (e.g., water clarity and extinction coefficients) in most waters; however, it is challenging to quantify pigments like Chl a in waters from R_land. We conclude that R_land might not be an optimal data source for monitoring inland and coastal waters, despite the ease of using this product and its higher spatial resolution than the MODIS ocean bands. ]"
20,https://www.sciencedirect.com/science/article/pii/S0037073822001105,"[ Implications of polymodal distributions in the grain size parameters of coastal dune sands (Oaxaca, Mexico) ]","[ Highlights Oaxaca's coastal dunes in Mexico develop under complex geological and physical conditions. The Weibull analysis supports the polymodal distributions in the Oaxaca's coastal dune sands. Dune morphology seems not to control the diversity in grain sizes of the coastal dune sands. , This study elucidates the geological and physical factors that produce polymodal grain size distributions in two dunes systems in southeastern Oaxaca, Mexico. The dune systems are characterized by (1) small embryo vegetated, transverse and undeveloped dunes; and (2) tall types identified as barchanoid, parabolic, climbing and falling dunes. We performed a best-fit statistical Weibull distribution model with data obtained by laser granulometry to determine the polymodal trends of the coastal dune sands distribution. Polymodal distributions in small dunes arise from coarse and fine-grained sands mainly derived from the erosion of alluvial deposits composed of granitic and metasedimentary rock fragments (e.g., schists , orthogneiss and paragneiss). The medium- to fine-grained sands result from wind deflation, producing a heavy mineral lag. Conversely, the polymodal grain size distributions in the tall dunes are mainly derived from the physical weathering of granites , andesitic-tuff-lava flow marine sandstones (ATLMS), alluvial deposits, and metasedimentary rock fragments (e.g., schists, orthogneiss and paragneiss) due to the frequent storms and intense winds. We constructed binary plots of grain size parameters to compare the dune sand systems in Oaxaca with some others in Mexico. Based on the sedimentary results and the Weibull distributions, we conclude that the grain sizes of the coastal dune sands from Oaxaca, Mexico, are controlled by the sand composition, wind patterns, hydrodynamic conditions, weathering effects, and physical characteristics, regardless of the dune geomorphology. Evidence of multicycle aeolian transport of sand particles in the Oaxaca coastal dunes is supported by the compositional framework of the sands and the roundness of sand grains. ]"
